anon_id,stain,filename,mpp_lvl_0,magnification_lvl_0,mpp_lvl_1,magnification_lvl_1,mpp_lvl_2,magnification_lvl_2,mpp_lvl_3,magnification_lvl_3,mpp_lvl_4,magnification_lvl_4,mpp_lvl_5,magnification_lvl_5,mpp_lvl_6,magnification_lvl_6,mpp_lvl_7,magnification_lvl_7,mpp_lvl_8,magnification_lvl_8,vendor,model,set
208,HE,208_HE_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
487,PGR,487_PGR_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
145,HER2,145_HER2_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
458,HE,458_HE_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,235.49162578143446,0.0390625X,hamamatsu,C13220,train
16,HER2,16_HER2_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,235.49162578143446,0.0390625X,hamamatsu,C13220,train
409,ER,409_ER_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
506,HE,506_HE_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
338,ER,338_ER_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
260,ER,260_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
351,HE,351_HE_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
536,ER,536_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
467,HE,467_HE_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
101,PGR,101_PGR_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,,,hamamatsu,C12000-02,train
396,PGR,396_PGR_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
597,KI67,597_KI67_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,235.49162578143446,0.0390625X,hamamatsu,C13220,train
98,HE,98_HE_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,,,hamamatsu,C12000-02,train
97,PGR,97_PGR_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,235.49162578143446,0.0390625X,hamamatsu,C13220,train
149,ER,149_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
489,KI67,489_KI67_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
39,KI67,39_KI67_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
69,ER,69_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
22,HER2,22_HER2_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
379,ER,379_ER_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
617,HE,617_HE_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,,,hamamatsu,C13220,train
463,PGR,463_PGR_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
644,HE,644_HE_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,235.49162578143446,0.0390625X,hamamatsu,C13220,train
83,HER2,83_HER2_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
747,HE,747_HE_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
342,HER2,342_HER2_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
274,KI67,274_KI67_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
477,ER,477_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
428,HE,428_HE_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
519,HER2,519_HER2_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
589,HE,589_HE_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,,,hamamatsu,C13220,train
463,KI67,463_KI67_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
391,ER,391_ER_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
613,ER,613_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
728,HE,728_HE_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
623,HE,623_HE_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
712,HER2,712_HER2_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
50,ER,50_ER_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
438,HE,438_HE_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
104,KI67,104_KI67_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,235.49162578143446,0.0390625X,hamamatsu,C13220,train
734,PGR,734_PGR_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
677,KI67,677_KI67_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
507,ER,507_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
708,KI67,708_KI67_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
739,PGR,739_PGR_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
203,ER,203_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
200,KI67,200_KI67_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
342,HE,342_HE_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
596,ER,596_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
608,PGR,608_PGR_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
10,ER,10_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
17,KI67,17_KI67_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
643,KI67,643_KI67_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
564,PGR,564_PGR_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
487,ER,487_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
512,KI67,512_KI67_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
279,ER,279_ER_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
446,KI67,446_KI67_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
741,KI67,741_KI67_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
520,KI67,520_KI67_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,235.49162578143446,0.0390625X,hamamatsu,C13220,train
452,KI67,452_KI67_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
406,HE,406_HE_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,235.49162578143446,0.0390625X,hamamatsu,C13220,train
462,ER,462_ER_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
129,PGR,129_PGR_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
732,ER,732_ER_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
596,HE,596_HE_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
86,HE,86_HE_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
146,ER,146_ER_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
557,KI67,557_KI67_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
262,KI67,262_KI67_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
445,KI67,445_KI67_train.tif,0.9097732390201744,10X,1.8195464780403483,5X,3.6390929560806966,2.5X,7.278185912161393,1.25X,14.556371824322786,0.625X,29.112743648645573,0.3125X,58.225487297291146,0.15625X,116.45097459458229,0.078125X,232.90194918916458,0.0390625X,hamamatsu,C12000-22,train
131,KI67,131_KI67_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
42,HE,42_HE_train.tif,0.9198891632087288,10X,1.8397783264174568,5X,3.679556652834915,2.5X,7.35911330566983,1.25X,14.71822661133966,0.625X,29.43645322267932,0.3125X,58.87290644535864,0.15625X,117.74581289071727,0.078125X,235.49162578143446,0.0390625X,hamamatsu,C13220,train
166,KI67,166_KI67_train.tif,0.9109542245502164,10X,1.8219084491004327,5X,3.6438168982008654,2.5X,7.287633796401732,1.25X,14.575267592803463,0.625X,29.150535185606927,0.3125X,58.301070371213854,0.15625X,116.60214074242771,0.078125X,233.20428148485541,0.0390625X,hamamatsu,C12000-22,train
737,KI67,737_KI67_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
365,HER2,365_HER2_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
560,PGR,560_PGR_train.tif,0.907338096858342,10X,1.814676193716684,5X,3.629352387433368,2.5X,7.258704774866736,1.25X,14.517409549733472,0.625X,29.034819099466944,0.3125X,58.06963819893389,0.15625X,116.13927639786777,0.078125X,232.27855279573555,0.0390625X,hamamatsu,C12000-02,train
